venue,venue_type,toss_winner,toss_decision,batting_first,ind_batting_strength,ind_bowling_strength,afg_batting_strength,afg_bowling_strength,ind_recent_form,afg_recent_form,ind_icc_rank,afg_icc_rank,ind_player_form_idx,afg_player_form_idx,ind_score,afg_score,margin,winner,top_scorer,top_bowler,ind_h2h_win_pct,ind_avg_score,afg_avg_score
Dubai,Neutral,India,Field,Afghanistan,84.90204888095765,83.67687845710489,64.11013822697197,67.68141071478102,0.7186782728288521,0.6609652133144414,1,9,70.31873059673056,71.9900032166787,240,278,38 runs,Afghanistan,KL Rahul,Mohammed Shami,0.8282904143584561,274.6,253.7
Chennai,Home_India,India,Bat,India,90.52452543247853,86.33210517810926,76.42576245585269,85.6628887314328,0.6598075138347739,0.4307178823431109,1,9,60.32433250905589,74.79653222574393,325,278,47 runs,India,Virat Kohli,Jasprit Bumrah,0.786681009475547,276.5,258.4
Delhi,Home_India,Afghanistan,Field,India,84.4214345283175,84.27963396333774,62.967727387727784,87.55306922239664,0.5858783549853421,0.32689367203622444,1,9,77.84542138505728,72.16600031399098,322,271,51 runs,India,Rahmanullah Gurbaz,Mohammed Siraj,0.7772254359384466,284.3,261.3
Delhi,Home_India,India,Bat,India,83.30729689878636,77.06530017750097,64.31309692365905,78.06340883826985,0.6185430454053154,0.6753262914605264,1,9,84.56220688452152,79.50701619540989,313,302,11 runs,India,Virat Kohli,Rashid Khan,0.7954267743202623,287.2,263.7
Kabul,Home_Afg,Afghanistan,Bat,Afghanistan,71.25873817423383,76.05530515719205,77.30028139866637,75.53236687198265,0.5906086504144423,0.545588122530093,1,9,67.58574354750334,67.32895263033268,212,258,46 runs,Afghanistan,Rohit Sharma,Mujeeb Ur Rahman,0.8307132828711674,273.8,262.8
Sharjah,Neutral,India,Field,Afghanistan,90.51740401916948,84.54700796244802,68.77047773337539,73.33887532085917,0.8222858102672872,0.4312717931190448,1,9,66.27178121120538,52.540650256259205,226,225,7 wickets,India,Rohit Sharma,Jasprit Bumrah,0.7956299641790556,269.9,259.4
Mumbai,Home_India,Afghanistan,Field,India,81.66732802211021,84.64264197839684,81.02271776007268,70.08849001825948,0.6523965094673599,0.6233622955574764,1,9,84.7087083224692,61.53833227936305,263,221,42 runs,India,Rohit Sharma,Mohammed Shami,0.8346725408789861,264.8,254.7
Kabul,Home_Afg,India,Bat,India,93.3138719604828,77.3728753148316,83.34373557503675,80.7289283922129,0.7126288610746925,0.31306362431379836,1,9,74.26788575466026,62.23244315008197,333,303,30 runs,India,Rohit Sharma,Jasprit Bumrah,0.8488771980695128,271.0,261.0
Delhi,Home_India,India,Bat,India,94.27877268420714,86.2437762212905,77.86883191109865,66.57436040901838,0.6670667983267979,0.3465433940657983,1,9,78.38387506609531,78.15446474642464,245,251,4 wickets,Afghanistan,Ibrahim Zadran,Mohammed Shami,0.7572026665730337,266.2,256.9
Delhi,Home_India,Afghanistan,Field,India,78.86665512462707,86.01326758881703,70.0801939033313,84.17381224092897,0.8258684018839957,0.5447324080412885,1,9,71.20373835398115,57.66009121289733,265,268,6 wickets,Afghanistan,Rahmat Shah,Mohammed Shami,0.7545410156083704,274.4,265.5
Chennai,Home_India,India,Field,Afghanistan,72.64685795532823,82.09795366973108,70.32931293019298,80.54392727739369,0.7632639297190293,0.3280432558565028,1,9,71.85777946293473,55.45336601652086,253,249,8 wickets,India,Rohit Sharma,Mohammed Siraj,0.7649589702913362,275.7,262.6
Delhi,Home_India,Afghanistan,Field,India,71.04788041790644,83.38365751804243,64.20509139416295,85.2245949606049,0.722816205310014,0.39255225455073917,1,9,75.07281861499129,71.94459079109347,251,254,6 wickets,Afghanistan,Rahmat Shah,Fazalhaq Farooqi,0.7884369675734346,268.3,260.2
Mumbai,Home_India,India,Bat,India,93.95295022298585,79.40892008490837,82.15454430323362,86.48899462585227,0.8665682178128264,0.5541657427447639,1,9,78.89461963304123,62.09631899551468,326,244,82 runs,India,Hashmatullah Shahidi,Ravindra Jadeja,0.7631042209145433,268.7,257.5
Dubai,Neutral,Afghanistan,Bat,Afghanistan,86.93595178070737,83.56915807697591,78.28741160107847,83.96284490490463,0.5585745026411264,0.6331718862296911,1,9,76.20889595370922,75.33997727270673,183,180,8 wickets,India,Rohit Sharma,Mohammed Siraj,0.8370664477618757,255.7,245.3
Mumbai,Home_India,Afghanistan,Field,India,92.87651831293056,80.02338535096803,81.10530813215358,76.1324731677163,0.7056381770205039,0.4233873125957936,1,9,77.19126601857047,59.75633588828634,286,238,48 runs,India,Virat Kohli,Jasprit Bumrah,0.7523146251027064,263.1,243.3
Chennai,Home_India,India,Field,Afghanistan,88.20927135849115,81.9161219682085,76.7773289271494,83.52489099005751,0.8787024978768962,0.46008491033986876,1,9,83.49893948868143,57.97785351896356,258,252,8 wickets,India,Rohit Sharma,Mohammed Siraj,0.7815792716335823,266.3,246.0
Chennai,Home_India,Afghanistan,Bat,Afghanistan,94.75830759484121,75.51539197528702,75.08822016252802,80.16863757798052,0.7752182228296516,0.3481550315156356,1,9,88.15589350419391,55.43549837150248,209,247,38 runs,Afghanistan,Virat Kohli,Noor Ahmad,0.7684694629494205,260.9,248.6
Dubai,Neutral,Afghanistan,Bat,Afghanistan,77.68041042553178,85.92917083456248,70.4298354641144,68.68518882245965,0.5683745609683393,0.46725791526511984,1,9,82.71848934826502,76.93893940543366,238,234,6 wickets,India,Ibrahim Zadran,Ravindra Jadeja,0.8431539330157533,251.4,241.7
Dubai,Neutral,Afghanistan,Bat,Afghanistan,72.50613909307191,75.33184961265195,76.54296706609891,78.85633716523152,0.5652076455259545,0.3935251332372256,1,9,60.71123260933555,75.04841617083211,221,217,8 wickets,India,Virat Kohli,Naveen-ul-Haq,0.8169481004890028,249.0,238.3
Chennai,Home_India,India,Bat,India,94.36726490121379,77.70919073589381,65.78688034413246,84.97341905077948,0.870585519182474,0.46785095312272407,1,9,61.51867416807222,51.181755010784585,262,186,76 runs,India,Rohit Sharma,Mohammed Shami,0.8412030256451375,248.7,230.1
Sharjah,Neutral,Afghanistan,Bat,Afghanistan,70.71631068944136,86.66504784625113,60.28256341472556,83.10955503743328,0.6225731290813487,0.31610320120369284,1,9,77.65056662949459,61.93053243299164,245,241,6 wickets,India,Virat Kohli,Jasprit Bumrah,0.8472328710310394,247.9,229.3
Sharjah,Neutral,Afghanistan,Field,India,76.88097952592521,89.18877729267949,66.78730006356778,85.797595702374,0.6498887882029506,0.5199474251104821,1,9,61.517193114726865,62.783637138566924,271,272,3 wickets,Afghanistan,Hashmatullah Shahidi,Rashid Khan,0.799709824367737,249.9,231.1
Kabul,Home_Afg,Afghanistan,Bat,Afghanistan,90.80908849152488,91.11297610726683,65.60796397133815,70.19981863324294,0.8269221248852947,0.6721593680677301,1,9,62.86082763819011,63.501759182786756,267,265,7 wickets,India,Rohit Sharma,Noor Ahmad,0.7734319108048027,244.0,233.2
Mumbai,Home_India,India,Bat,India,72.08812286700046,79.22251885116074,78.81170843966235,66.17975852656795,0.6970141522857157,0.476842813871888,1,9,70.03203536966245,61.83716945956771,250,254,4 wickets,Afghanistan,Ibrahim Zadran,Kuldeep Yadav,0.769372878619659,250.7,240.6
Delhi,Home_India,India,Field,Afghanistan,83.24851467325583,78.22734716776766,74.29989695708981,83.52494357389969,0.8040643719160636,0.36155996187750944,1,9,64.47748409224421,58.0452310323474,210,205,8 wickets,India,Rohit Sharma,Naveen-ul-Haq,0.7722918861685841,243.1,237.3
Sharjah,Neutral,Afghanistan,Bat,Afghanistan,86.99243042083363,76.1336086433167,60.86681760565166,74.01394294770991,0.7788654768551921,0.377374137182593,1,9,79.24513443768755,57.79484413820899,222,236,14 runs,Afghanistan,Suryakumar Yadav,Naveen-ul-Haq,0.8208593307622003,239.5,235.7
Kabul,Home_Afg,Afghanistan,Field,India,80.28259930165578,79.81063170360298,76.80959608229259,83.99948774461056,0.7692368523644868,0.6297401788997398,1,9,71.90976486622422,54.68950912126583,241,247,4 wickets,Afghanistan,Rahmanullah Gurbaz,Noor Ahmad,0.7540445728123001,242.7,235.7
Mumbai,Home_India,India,Field,Afghanistan,88.44877368493981,82.20949010283108,76.78177063072832,71.2248106655806,0.5324918539226691,0.6970327181951053,1,9,64.68604523791798,79.65262981890443,272,266,8 wickets,India,Rohit Sharma,Mohammed Siraj,0.7551361073032715,246.1,238.9
Sharjah,Neutral,India,Bat,India,91.65253863444588,80.78879043238976,71.69203031212193,79.24596929542955,0.6644761903477965,0.4709945816361072,1,9,69.90854002506254,66.92695450053608,374,332,42 runs,India,Shubman Gill,Fazalhaq Farooqi,0.8108142942383151,261.4,250.4
Sharjah,Neutral,Afghanistan,Bat,Afghanistan,93.36082596883604,88.7817530749646,80.58183031700075,77.79238593049027,0.8118066805696253,0.3064801589357869,1,9,84.55141274338605,51.204165772561,275,290,15 runs,Afghanistan,Rahmat Shah,Fazalhaq Farooqi,0.8142057146737407,262.7,260.8
Chennai,Home_India,Afghanistan,Field,India,89.13408409645102,80.06052681840507,81.63905957930508,67.36537961962196,0.5503820785517433,0.6916606220402461,1,9,80.21516694810015,75.40661673286859,243,248,3 wickets,Afghanistan,Rahmanullah Gurbaz,Mohammed Shami,0.8165262924322461,262.5,261.5
Kabul,Home_Afg,Afghanistan,Bat,Afghanistan,78.10823443378796,88.52967499041209,74.85604568271494,78.87245276282778,0.7730129838150887,0.5301436692516394,1,9,72.87187107907998,58.277680831416404,221,261,40 runs,Afghanistan,Rahmat Shah,Kuldeep Yadav,0.7871880504588592,257.5,260.4
Delhi,Home_India,India,Field,Afghanistan,87.30885765386036,79.66665645298653,75.63325424886135,82.18280014396767,0.5874855555626157,0.3239773203445233,1,9,63.92921228982522,68.17990901813076,220,214,6 wickets,India,Shubman Gill,Jasprit Bumrah,0.8305944888714154,252.8,255.3
Chennai,Home_India,Afghanistan,Bat,Afghanistan,81.96320924798806,93.57719099691131,68.29928761839614,75.70274948060818,0.5054729659042725,0.3326394880019353,1,9,67.75774773404352,50.83556722463223,280,277,5 wickets,India,Shubman Gill,Kuldeep Yadav,0.8033624587726618,255.8,257.6
Chennai,Home_India,Afghanistan,Bat,Afghanistan,85.78438315120627,83.52796713603246,73.70363006820055,69.01688527561558,0.6183728117746464,0.56552978994109,1,9,88.959081708912,51.51250320806628,240,284,44 runs,Afghanistan,Rohit Sharma,Mohammed Shami,0.760546563000942,258.8,265.5
Chennai,Home_India,India,Field,Afghanistan,84.09798916889059,85.0055707041552,61.734852147604585,67.0671675899317,0.7403648022636344,0.4363834285742233,1,9,87.51804199733041,62.197716120784165,256,253,8 wickets,India,Rohit Sharma,Naveen-ul-Haq,0.8297099307067346,262.2,267.2
Chennai,Home_India,India,Bat,India,77.33383553602525,85.50940614711786,77.44581963762926,85.70607455764761,0.8168764779206705,0.5705444271490896,1,9,80.38899547185432,78.3777393209626,298,266,32 runs,India,Virat Kohli,Jasprit Bumrah,0.8453067786270458,267.9,269.1
Chennai,Home_India,Afghanistan,Field,India,86.54586462784995,87.67423199531058,74.83653456761809,65.37359919381744,0.791511221780259,0.4294121649941966,1,9,79.95167967019893,66.6973528550646,242,247,5 wickets,Afghanistan,Rahmanullah Gurbaz,Mujeeb Ur Rahman,0.756003631300236,264.9,267.2
Sharjah,Neutral,India,Bat,India,78.56827313569768,77.69152534208216,62.36047244151202,84.12492166158114,0.8673590168326233,0.5599152187057198,1,9,63.1030234458145,62.06081650664722,346,282,64 runs,India,Virat Kohli,Jasprit Bumrah,0.7891351338700581,262.1,262.2
Kabul,Home_Afg,Afghanistan,Field,India,72.95546555727722,75.00061437690765,77.80342614701513,73.20171204768273,0.6017925326473041,0.30515898791581014,1,9,76.208982202845,75.53452206277944,322,261,61 runs,India,Suryakumar Yadav,Mohammed Siraj,0.7987516044834748,266.8,259.3
Chennai,Home_India,India,Bat,India,82.86153319349735,76.70112770978483,73.721820038565,73.73951881620408,0.7428541123534308,0.45549053915061866,1,9,67.208973703511,52.8489582568513,301,257,44 runs,India,Virat Kohli,Ravindra Jadeja,0.7646470760078318,272.6,260.2
Delhi,Home_India,Afghanistan,Field,India,74.4224237705996,94.74672317159092,71.10258892266546,77.23305062961538,0.8494474114948862,0.6982275601962751,1,9,77.48143348034044,74.37421463132515,229,230,6 wickets,Afghanistan,Suryakumar Yadav,Mujeeb Ur Rahman,0.8367708947782877,273.4,257.1
Kabul,Home_Afg,Afghanistan,Field,India,80.06759302486401,88.45014525347298,77.05479223137746,72.25050699693737,0.5532839696546514,0.5529585025862034,1,9,63.849775865662934,67.35477524687991,287,215,72 runs,India,KL Rahul,Jasprit Bumrah,0.7784149644890045,280.1,257.2
Mumbai,Home_India,India,Bat,India,88.83680276648991,92.45718843131328,72.49897479911971,81.79573135918014,0.7476690941463346,0.374655975919073,1,9,60.77068934608224,58.536241570308015,351,260,91 runs,India,Shubman Gill,Jasprit Bumrah,0.828300853993816,287.2,255.5
Mumbai,Home_India,Afghanistan,Bat,Afghanistan,91.24898326258014,78.92491433412332,63.13874474746193,87.16003879190953,0.5432178237505628,0.49139642804287564,1,9,77.56691186379905,66.24123262722316,222,254,32 runs,Afghanistan,Rahmanullah Gurbaz,Jasprit Bumrah,0.8170994482028316,285.4,252.5
Mumbai,Home_India,Afghanistan,Bat,Afghanistan,83.60862219085803,79.67481584073488,75.9443535461398,83.86155254727993,0.5166315839386375,0.4992519774192169,1,9,80.67931236308071,57.569357812090615,214,212,6 wickets,India,Virat Kohli,Mohammed Shami,0.8098045822467024,281.2,248.4
Dubai,Neutral,India,Bat,India,77.69427263232873,87.27275805978768,82.44838233609343,83.6282616669667,0.7332520876398334,0.5920886871028996,1,9,70.94467410623396,69.22896584296274,279,232,47 runs,India,Shubman Gill,Kuldeep Yadav,0.7692142848696555,279.3,245.0
Delhi,Home_India,Afghanistan,Bat,Afghanistan,87.54345684693143,86.12929274697643,68.96553954883979,85.96080137180851,0.5083736471306933,0.4263092604997984,1,9,61.706441933329394,72.99581948664881,215,209,6 wickets,India,Shubman Gill,Jasprit Bumrah,0.7720703520550907,276.6,241.2
Chennai,Home_India,India,Field,Afghanistan,86.89157255517682,82.918744523919,78.90634478556086,75.44622424294424,0.6649118911326662,0.6738919661953203,1,9,67.52637299672101,53.613420199896964,278,276,5 wickets,India,Shubman Gill,Kuldeep Yadav,0.754734840474657,269.8,240.6
Chennai,Home_India,India,Field,Afghanistan,84.61357783148645,94.38643624568357,69.44598034317967,66.42684556346198,0.635722106923827,0.5023726617278234,1,9,64.85769019896641,69.74306654169476,211,205,6 wickets,India,Suryakumar Yadav,Rashid Khan,0.7740712429782267,258.7,235.0
Delhi,Home_India,Afghanistan,Bat,Afghanistan,72.87865445988002,92.66547202852448,70.3706413880338,73.90731146277135,0.7638761091721897,0.47681336837244936,1,9,79.44700406423539,51.84338870392362,195,189,6 wickets,India,Rohit Sharma,Fazalhaq Farooqi,0.7845443609460514,248.1,228.2
Mumbai,Home_India,Afghanistan,Bat,Afghanistan,90.34308359305568,93.81007905758806,76.21913465398465,86.95501636375265,0.5605729257479853,0.4909664757921415,1,9,78.05420201836341,67.4520994226356,195,189,8 wickets,India,KL Rahul,Kuldeep Yadav,0.8333145303862426,244.7,224.1
Dubai,Neutral,India,Field,Afghanistan,73.17060056376047,82.83484901124557,64.06652037763713,81.89041055932103,0.583532374197836,0.32342612211381355,1,9,76.57098413451703,67.85689198158205,212,209,4 wickets,India,Rohit Sharma,Mohammed Siraj,0.7866392666714805,237.2,223.5
Chennai,Home_India,India,Bat,India,91.79782653201264,86.53963224835364,68.63702134308615,83.46927327510537,0.7161115572749684,0.3317121138524767,1,9,76.97551680939739,77.24055636264987,272,239,33 runs,India,Rohit Sharma,Jasprit Bumrah,0.8254621782765607,229.3,221.4
Chennai,Home_India,Afghanistan,Bat,Afghanistan,73.5867364254505,78.02891043870714,70.81928710854547,78.70063595571519,0.5322461620678407,0.6758274356100662,1,9,82.65400852335588,67.59871754850988,311,308,6 wickets,India,Suryakumar Yadav,Jasprit Bumrah,0.7939442281295488,238.2,226.8
Chennai,Home_India,Afghanistan,Field,India,90.71632265295723,90.66939120098536,66.92673124283499,86.6402438998617,0.5497383365723482,0.6500534474484608,1,9,89.12820748813856,55.31460569667877,249,251,5 wickets,Afghanistan,Hashmatullah Shahidi,Fazalhaq Farooqi,0.8284868311993889,241.7,230.7
Sharjah,Neutral,India,Bat,India,88.05165160509463,75.80571037555997,70.13557062847887,76.8745158815465,0.7322580903638536,0.6743748992994237,1,9,80.16752061882585,64.4383385365771,299,258,41 runs,India,Rohit Sharma,Jasprit Bumrah,0.847627160043704,243.7,233.3
Mumbai,Home_India,Afghanistan,Bat,Afghanistan,80.99639099284587,87.87913158895228,69.52379612558687,66.25500439050208,0.7397844558634866,0.6609613104442699,1,9,71.49646097841755,56.48998332892481,222,221,8 wickets,India,Shubman Gill,Kuldeep Yadav,0.7739841558057581,244.4,234.5
Mumbai,Home_India,India,Field,Afghanistan,90.51218961200686,91.52681621900373,74.70001158574071,73.12136644558296,0.8199133457783134,0.5218748099153468,1,9,84.77796925650048,68.94376377749062,242,237,7 wickets,India,Shubman Gill,Jasprit Bumrah,0.8362341611963877,240.8,230.6
Sharjah,Neutral,Afghanistan,Bat,Afghanistan,89.61013683031993,86.9712598643552,70.35352670539166,87.03275477830117,0.7164455299515379,0.5420358074162153,1,9,66.61462918244248,68.76952368281829,206,201,4 wickets,India,Virat Kohli,Mohammed Shami,0.8121824086305776,240.3,230.2
Sharjah,Neutral,India,Bat,India,71.48967743382859,87.08718639429543,79.09230673375802,77.0382315312062,0.5907090501278582,0.5666087906772139,1,9,62.40317179828807,63.25501114405864,328,286,42 runs,India,Rohit Sharma,Ravindra Jadeja,0.8317294261588655,253.6,239.9
Chennai,Home_India,Afghanistan,Field,India,75.05734872895509,82.73414114087956,61.27875514050994,74.14924914136925,0.7046829788458804,0.49331771398653,1,9,71.48352301209121,75.17439824212258,307,257,50 runs,India,Shubman Gill,Jasprit Bumrah,0.8151585902267806,264.8,246.7
Chennai,Home_India,India,Field,Afghanistan,71.55103542391386,76.4231135775582,74.3466462419274,78.01842377241988,0.8512134051377829,0.5231494702640292,1,9,88.79373061214551,51.46084545199789,208,204,4 wickets,India,Mohammad Nabi,Mohammed Siraj,0.7923949507274151,264.4,246.2
Kabul,Home_Afg,Afghanistan,Bat,Afghanistan,72.45019211951853,75.88131723140762,64.63192125833851,77.44921255165859,0.7582288725709712,0.3182340631794675,1,9,88.37912669536797,75.26496129951143,230,226,6 wickets,India,Rahmat Shah,Kuldeep Yadav,0.7728074939441791,260.2,244.9
Mumbai,Home_India,Afghanistan,Field,India,74.24717683047643,77.53888827509945,63.08209448247367,76.92691883931188,0.5983389769973602,0.44325588661165777,1,9,89.68516000152968,70.52942746776034,254,257,6 wickets,Afghanistan,Virat Kohli,Naveen-ul-Haq,0.7570035225331165,254.5,239.8
Mumbai,Home_India,India,Field,Afghanistan,93.72451667617503,77.85113110066231,69.55348687081423,77.75883147549415,0.5307032247554953,0.30167497745118316,1,9,80.11303001390752,69.25458550404306,232,230,5 wickets,India,Ibrahim Zadran,Mohammed Siraj,0.8035518364460718,252.8,237.7
Kabul,Home_Afg,India,Field,Afghanistan,80.38607501480224,75.48010089689778,68.38429015543656,69.07289187413767,0.5393696756405475,0.6826881735557399,1,9,77.98079175126497,71.85968852709809,198,214,16 runs,Afghanistan,Ibrahim Zadran,Fazalhaq Farooqi,0.8490326094526865,242.7,233.3
Mumbai,Home_India,India,Bat,India,75.92309984741809,76.93931341930849,64.4757909360396,83.34282304181917,0.7710183220735103,0.5187715503941908,1,9,74.25269618600305,77.67302850968373,272,226,46 runs,India,Mohammad Nabi,Fazalhaq Farooqi,0.8238041805014207,247.7,233.8
Kabul,Home_Afg,India,Field,Afghanistan,78.74844633926784,90.64851624425576,84.81286550404928,70.53542183941452,0.8497229336548322,0.6322491041727165,1,9,66.739721929253,61.979977405976676,234,229,4 wickets,India,KL Rahul,Mohammed Siraj,0.7827345541399017,246.9,233.0
Mumbai,Home_India,Afghanistan,Field,India,80.24182173231299,94.56441337053117,64.52229753447246,83.38063333540998,0.633677085669244,0.5923481383104641,1,9,72.60033012886989,67.3507928934962,270,272,4 wickets,Afghanistan,Hashmatullah Shahidi,Mujeeb Ur Rahman,0.8327204800086736,253.3,240.1
Mumbai,Home_India,Afghanistan,Bat,Afghanistan,91.66057958849251,76.19234650689319,77.30126382599363,68.21970966460054,0.6663274272073644,0.5194353660218753,1,9,72.08218454240492,65.58835027409023,257,254,7 wickets,India,Virat Kohli,Rashid Khan,0.8268984000176407,246.2,236.9
Mumbai,Home_India,Afghanistan,Bat,Afghanistan,94.91315771996548,77.70434627425709,76.88640113341064,74.10802222686915,0.5532039195629315,0.3634947053497238,1,9,88.4781931873685,76.38804490135286,224,222,7 wickets,India,Suryakumar Yadav,Mohammed Siraj,0.7781635793353457,237.9,233.4
Delhi,Home_India,India,Field,Afghanistan,86.73047574812166,84.67605079721295,70.45973833445834,73.22965873471864,0.7375122527773809,0.5302373714560328,1,9,64.8437350219272,64.15219512555318,209,204,8 wickets,India,KL Rahul,Kuldeep Yadav,0.7514307489794235,238.0,233.4
Sharjah,Neutral,Afghanistan,Field,India,83.83679440524625,86.4057387746278,65.2526798228088,82.0722420218026,0.5100796379284278,0.44193274221726503,1,9,83.406379456069,66.91678763166207,281,287,6 wickets,Afghanistan,Rahmanullah Gurbaz,Naveen-ul-Haq,0.761816263853395,243.1,239.5
Sharjah,Neutral,India,Field,Afghanistan,84.18477360390183,90.92487218912774,78.37562965474558,79.0324822068334,0.6952710701243257,0.35327285026700933,1,9,67.83999053656152,62.57298418751256,211,207,5 wickets,India,Suryakumar Yadav,Jasprit Bumrah,0.8377306190312058,238.8,234.5
Kabul,Home_Afg,India,Bat,India,84.98248217515972,85.2741571043061,67.20461314898824,65.14868022916335,0.6984956887603255,0.4142503954248972,1,9,82.03824902131605,50.718387958114505,276,277,3 wickets,Afghanistan,Ibrahim Zadran,Rashid Khan,0.8336563035304873,243.2,239.2
Dubai,Neutral,Afghanistan,Bat,Afghanistan,74.36023167778748,84.43298981501191,62.28554979542845,79.39068398201111,0.7202126722384903,0.4629462096851329,1,9,75.64131064421224,76.89723975407031,249,243,8 wickets,India,Rohit Sharma,Kuldeep Yadav,0.7795209000878363,248.3,242.1
Kabul,Home_Afg,Afghanistan,Bat,Afghanistan,74.90735755777668,75.45129023410695,81.54162211747752,78.27369289492185,0.856263382184737,0.5387780893652689,1,9,84.30483269879107,62.890200900654435,254,249,7 wickets,India,Rohit Sharma,Mohammed Siraj,0.7785195426284421,246.5,244.4
Sharjah,Neutral,Afghanistan,Field,India,84.30307409305516,78.61570301124759,66.71994037575496,69.56882526864034,0.5987428110382932,0.42256617974041455,1,9,76.65401360259565,67.63974888391499,264,270,3 wickets,Afghanistan,Rahmat Shah,Mohammed Shami,0.8292864987102472,249.5,248.5
Sharjah,Neutral,Afghanistan,Field,India,80.66249368104653,87.30841559641671,62.03937314028415,67.01912945233768,0.5687317841430634,0.5072309992161379,1,9,66.41984036094941,58.49853210477732,290,295,3 wickets,Afghanistan,Rohit Sharma,Noor Ahmad,0.8437737469895422,251.5,250.8
Dubai,Neutral,Afghanistan,Bat,Afghanistan,70.34655339782151,87.98757640473245,76.72191327601713,83.36908294820265,0.8731011756241254,0.3080551395797159,1,9,64.61351116539649,76.58513882167979,230,228,6 wickets,India,Rohit Sharma,Jasprit Bumrah,0.8279137256797601,248.8,248.2
Sharjah,Neutral,Afghanistan,Bat,Afghanistan,81.46296405467538,86.29181277866927,76.57568009307869,80.61853190339966,0.8726961613266033,0.6987797669646678,1,9,81.60472382792821,58.61663627615452,262,288,26 runs,Afghanistan,Hashmatullah Shahidi,Mujeeb Ur Rahman,0.8105578677030763,252.6,254.8
Chennai,Home_India,Afghanistan,Bat,Afghanistan,76.40478786098387,79.41302119243497,63.45313232850618,84.75957042587908,0.7000233036764347,0.5699572812216619,1,9,67.17199152225089,72.74121263033649,221,216,8 wickets,India,Rahmanullah Gurbaz,Jasprit Bumrah,0.7742671350331805,253.8,256.0
Chennai,Home_India,India,Bat,India,80.26706582525708,79.19380554860402,84.4140255830726,79.84885927234347,0.8738175522862062,0.42135421745165325,1,9,83.45672738990669,72.97575931654225,352,322,30 runs,India,Rohit Sharma,Mohammed Shami,0.8025747914095261,260.9,259.5
Mumbai,Home_India,India,Bat,India,86.79272148110152,89.58619600954412,74.37651433647036,69.7568115420681,0.7017823766677421,0.42487589462765174,1,9,72.82399584500067,69.35655727533992,252,257,5 wickets,Afghanistan,Rahmat Shah,Fazalhaq Farooqi,0.7733511858593265,265.0,264.5
Kabul,Home_Afg,India,Bat,India,88.63036856727086,79.64449381802686,70.13313401617384,71.19071613280747,0.5794526455447476,0.6133548879983353,1,9,87.27758083310977,61.1069655705373,332,277,55 runs,India,Mohammad Nabi,Rashid Khan,0.8308011420096774,270.6,264.5
Sharjah,Neutral,Afghanistan,Field,India,91.15310526325578,78.65626777078452,83.90729703783404,73.66355812987763,0.6356962644695345,0.3249725309111121,1,9,74.58520962314648,53.27040846922786,239,244,5 wickets,Afghanistan,Hashmatullah Shahidi,Naveen-ul-Haq,0.7886961079517738,269.6,264.6
Dubai,Neutral,Afghanistan,Bat,Afghanistan,90.2206580872921,92.50977300791793,67.56165793653675,84.7500567886252,0.8428923749479165,0.6058603801539494,1,9,64.40085342045545,70.70968540702187,220,252,32 runs,Afghanistan,Mohammad Nabi,Fazalhaq Farooqi,0.8333697216994027,266.2,264.9
Delhi,Home_India,Afghanistan,Bat,Afghanistan,78.29042122769584,85.01158634861662,76.14312608377634,76.74311940075557,0.5479811766923879,0.42482561786080825,1,9,84.07188091660898,75.84254138286552,254,250,5 wickets,India,Shubman Gill,Jasprit Bumrah,0.7881609217982726,265.2,262.9
Sharjah,Neutral,India,Field,Afghanistan,73.43250081788926,94.0477350479745,68.22056544621523,80.23321599080656,0.8007300583826724,0.6247784938551533,1,9,88.37249106677791,59.38758644086468,271,270,7 wickets,India,Ibrahim Zadran,Kuldeep Yadav,0.8324149405199892,263.3,260.4
Kabul,Home_Afg,India,Field,Afghanistan,86.94308103003301,80.04629472270307,81.82607867538009,68.88374465751909,0.5214539166083323,0.5869859962447648,1,9,74.26427145698202,75.47294059876029,272,266,5 wickets,India,Virat Kohli,Jasprit Bumrah,0.7833317815165243,267.5,264.2
Mumbai,Home_India,India,Bat,India,79.58492852645648,78.36557177015426,80.91105481174674,77.62492152772165,0.5756783169561419,0.5881535994345783,1,9,75.33340915468501,68.12938946720959,291,296,5 wickets,Afghanistan,Rahmanullah Gurbaz,Rashid Khan,0.7940132704617671,270.4,265.0
Chennai,Home_India,Afghanistan,Bat,Afghanistan,90.73906789207625,89.18777643648772,62.63503443491156,84.29363882379359,0.768405192213164,0.5788096664017197,1,9,70.88948521211614,76.3783866847102,255,276,21 runs,Afghanistan,Ibrahim Zadran,Rashid Khan,0.8115488419342658,273.8,271.0
Dubai,Neutral,Afghanistan,Field,India,80.19445086015406,92.72760723920283,61.179917542434474,87.11258225176714,0.7716650273278252,0.5525503910573506,1,9,68.11677769463974,57.463753662175314,329,282,47 runs,India,Shubman Gill,Mohammed Shami,0.7570287614029919,271.5,267.0
Mumbai,Home_India,India,Field,Afghanistan,89.38763241797498,82.86243596414158,63.481351769617596,65.24645184699325,0.7177029348061004,0.690311527419573,1,9,71.07408581427613,60.71577001979134,254,249,4 wickets,India,Virat Kohli,Rashid Khan,0.8448207061815465,271.7,266.2
Chennai,Home_India,Afghanistan,Field,India,78.60229044623605,85.41087674609717,71.01662208560734,85.23803641472134,0.7022083166893961,0.5031031352754275,1,9,64.1511478416167,79.48218622731159,314,267,47 runs,India,Rohit Sharma,Jasprit Bumrah,0.8073605786123803,269.9,265.2
